Cap Hit,Chip,Games Missed,Injury Type,Player,Position,Season,Team,Games Missed
4.25,51.829268293,1,Upper body,"Smith, Craig",F,2016/17,Nashville,1
3.9375,48.018292683,1,Lower body,"Wilson, Colin",F,2016/17,Nashville,1
3.9375,96.036585366,2,Lower body,"Wilson, Colin",F,2016/17,Nashville,2
3.9375,384.146341463,8,Lower body,"Wilson, Colin",F,2016/17,Nashville,8
3.9375,48.018292683,1,Upper body,"Wilson, Colin",F,2016/17,Nashville,1
0.575,21.036585366,3,Undisclosed,"Zolnierczyk, Harry",F,2016/17,Nashville,3
0.6125,104.573170732,14,Hand,"Bitetto, Anthony",D,2016/17,Nashville,14
0.6125,134.451219512,18,Upper body,"Bitetto, Anthony",D,2016/17,Nashville,18
2.5,30.487804878,1,Lower body,"Ellis, Ryan",D,2016/17,Nashville,3
2.5,243.902439024,8,Upper body,"Ellis, Ryan",D,2016/17,Nashville,8
0.6125,44.817073171,6,Undisclosed,"Granberg, Petter",D,2016/17,Nashville,6
4,48.780487805,1,Lower body,"Josi, Roman",D,2016/17,Nashville,1
4,439.024390244,9,Upper body,"Josi, Roman",D,2016/17,Nashville,9
9,1756.097560976,16,Upper body,"Subban, P.K.",D,2016/17,Nashville,16
0.575,56.097560976,8,Lower body,"Weber, Yannick",D,2016/17,Nashville,8
7,85.365853659,1,Illness,"Rinne, Pekka",G,2016/17,Nashville,1
7,85.365853659,1,Lower body,"Rinne, Pekka",G,2016/17,Nashville,1
0.725,26.524390244,3,Leg,"Bennett, Beau",F,2016/17,New Jersey,3
0.725,79.573170732,9,Lower body,"Bennett, Beau",F,2016/17,New Jersey,9
0.833333,10.162597561,1,Illness,"Blandisi, Joseph",F,2016/17,New Jersey,1
5,792.682926829,13,Upper body,"Cammalleri, Mike",F,2016/17,New Jersey,13
0.9125,22.256097561,2,Upper body,"Coleman, Blake",F,2016/17,New Jersey,2
1.25,182.926829268,12,Lower body,"Fiddler, Vernon",F,2016/17,New Jersey,12
0.7,119.512195122,14,Foot,"Gazdic, Luke",F,2016/17,New Jersey,14
6,585.365853659,8,Knee,"Hall, Taylor",F,2016/17,New Jersey,8
6,146.341463415,2,Lower body,"Hall, Taylor",F,2016/17,New Jersey,2
1.1,67.073170732,5,Concussion,"Josefson, Jacob",F,2016/17,New Jersey,5
1.1,80.487804878,6,Illness,"Josefson, Jacob",F,2016/17,New Jersey,6
1.1,228.048780488,17,Upper body,"Josefson, Jacob",F,2016/17,New Jersey,17
0.8,19.512195122,2,Illness,"Kalinin, Sergey",F,2016/17,New Jersey,2
0.8,39.024390244,4,Illness,"Kalinin, Sergey",F,2016/17,New Jersey,4
0.8,39.024390244,4,Lower body,"Kalinin, Sergey",F,2016/17,New Jersey,4
4.65,113.414634146,2,Upper body,"Palmieri, Kyle",F,2016/17,New Jersey,2
1.25,15.243902439,1,Finger,"Parenteau, P.A.",F,2016/17,New Jersey,1
1.3,237.804878049,15,Lower body,"Smith-Pelly, Devante",F,2016/17,New Jersey,15
0.925,11.280487805,1,Lower body,"Wood, Miles",F,2016/17,New Jersey,1
0.925,11.280487805,1,Shoulder,"Wood, Miles",F,2016/17,New Jersey,1
0.925,11.280487805,1,Undisclosed,"Wood, Miles",F,2016/17,New Jersey,1
1.744167,85.081317073,4,Concussion,"Zacha, Pavel",F,2016/17,New Jersey,4
1.744167,85.081317073,4,Facial,"Zacha, Pavel",F,2016/17,New Jersey,4
5.75,70.121951220,1,Illness,"Zajac, Travis",F,2016/17,New Jersey,1
4.85,4850,82,Concussion,"Clowe, Ryane","F ""retired""",2016/17,New Jersey,82
4.021429,4021.429000000,82,Concussion,"Savard, Marc","F ""retired""",2016/17,New Jersey,82
0.925,78.963414634,7,Lower body,"Auvitu, Yohann",D,2016/17,New Jersey,7
0.925,33.841463415,3,Upper body,"Auvitu, Yohann",D,2016/17,New Jersey,3
5,731.707317073,12,Wrist,"Greene, Andy",D,2016/17,New Jersey,12
1.1375,194.207317073,14,Finger,"Merrill, Jon",D,2016/17,New Jersey,14
1.1375,13.871951220,1,Illness,"Merrill, Jon",D,2016/17,New Jersey,1
1.1375,55.487804878,4,Upper body,"Merrill, Jon",D,2016/17,New Jersey,4
1.666667,345.528524390,17,Concussion,"Moore, John",D,2016/17,New Jersey,17
1.25,91.463414634,6,Upper body,"Quincey, Kyle",D,2016/17,New Jersey,6
0.838333,10.223573171,1,Upper body,"Severson, Damon",D,2016/17,New Jersey,1
0.725,8.841463415,1,Knee,"Kinkaid, Keith",G,2016/17,New Jersey,1
1.294167,63.130097561,4,Illness,"Barzal, Mathew",F,2016/17,NY Islanders,4
1.106667,13.495939024,1,Foot,"Beauvillier, Anthony",F,2016/17,NY Islanders,1
1.106667,13.495939024,1,Illness,"Beauvillier, Anthony",F,2016/17,NY Islanders,1
0.575,35.060975610,5,Lower body,"Boulton, Eric",F,2016/17,NY Islanders,5
3.35,245.121951220,6,Hand,"Cizikas, Casey",F,2016/17,NY Islanders,6
3.35,449.390243902,11,Hand,"Cizikas, Casey",F,2016/17,NY Islanders,11
3.35,245.121951220,6,Upper body,"Cizikas, Casey",F,2016/17,NY Islanders,6
2.75,33.536585366,1,Lower body,"Clutterbuck, Cal",F,2016/17,NY Islanders,1
2.75,67.073170732,2,Lower body,"Clutterbuck, Cal",F,2016/17,NY Islanders,2
2.75,100.609756098,3,Lower body,"Clutterbuck, Cal",F,2016/17,NY Islanders,3
2.75,301.829268293,9,Lower body,"Clutterbuck, Cal",F,2016/17,NY Islanders,9
2.75,33.536585366,1,Upper body,"Clutterbuck, Cal",F,2016/17,NY Islanders,1
5,5000,82,Concussion,"Grabovski, Mikhail",F,2016/17,NY Islanders,82
4.1875,102.134146341,2,Undisclosed,"Kulemin, Nikolay",F,2016/17,NY Islanders,2
4.1875,357.469512195,7,Upper body,"Kulemin, Nikolay",F,2016/17,NY Islanders,7
5.5,268.292682927,4,Upper body,"Ladd, Andrew",F,2016/17,NY Islanders,4
3.75,45.731707317,1,Illness,"Lee, Anders",F,2016/17,NY Islanders,1
2.5,30.487804878,1,Upper body,"Nelson, Brock",F,2016/17,NY Islanders,1
0.85,82.926829268,8,Leg,"Prince, Shane",F,2016/17,NY Islanders,8
0.85,41.463414634,4,Lower body,"Prince, Shane",F,2016/17,NY Islanders,4
0.85,51.829268293,5,Lower body,"Prince, Shane",F,2016/17,NY Islanders,5
0.85,72.560975610,7,Upper body,"Prince, Shane",F,2016/17,NY Islanders,7
0.6125,52.286585366,7,Upper body,"Quine, Alan",F,2016/17,NY Islanders,7
2.5,30.487804878,1,Illness,"Strome, Ryan",F,2016/17,NY Islanders,1
2.5,304.878048780,10,Wrist,"Strome, Ryan",F,2016/17,NY Islanders,10
5.5,335.365853659,5,Hamstring,"Tavares, John",F,2016/17,NY Islanders,5
6,73.170731707,1,Flu,"Boychuk, Johnny",D,2016/17,NY Islanders,1
6,878.048780488,12,Foot,"Boychuk, Johnny",D,2016/17,NY Islanders,12
6,73.170731707,1,Upper body,"Boychuk, Johnny",D,2016/17,NY Islanders,1
6,146.341463415,2,Upper body,"Boychuk, Johnny",D,2016/17,NY Islanders,2
3.857143,1128.919902439,24,Lower body,"Hamonic, Travis",D,2016/17,NY Islanders,24
3.857143,141.114987805,3,Thumb,"Hamonic, Travis",D,2016/17,NY Islanders,3
3.857143,282.229975610,6,Upper body,"Hamonic, Travis",D,2016/17,NY Islanders,6
2.2,53.658536585,2,Lower body,"Hickey, Thomas",D,2016/17,NY Islanders,2
5.5,67.073170732,1,Upper body,"Leddy, Nick",D,2016/17,NY Islanders,1
0.854333,145.861731707,14,Upper body,"Pelech, Adam",D,2016/17,NY Islanders,14
1.363333,266.016195122,16,Foot,"Pulock, Ryan",D,2016/17,NY Islanders,16
1,85.365853659,7,Jaw,"Seidenberg, Dennis",D,2016/17,NY Islanders,7
0.925,56.402439024,5,Back,"Buchnevich, Pavel",F,2016/17,NY Rangers,5
0.925,293.292682927,26,Back,"Buchnevich, Pavel",F,2016/17,NY Rangers,26
0.95,81.097560976,7,Shoulder,"Fast, Jesper",F,2016/17,NY Rangers,7
0.95,34.756097561,3,Undisclosed,"Fast, Jesper",F,2016/17,NY Rangers,3
0.95,46.341463415,4,Upper body,"Fast, Jesper",F,2016/17,NY Rangers,4
1.65,100.609756098,5,Hip,"Grabner, Michael",F,2016/17,NY Rangers,5
2.6,158.536585366,5,Lower body,"Hayes, Kevin",F,2016/17,NY Rangers,5
0.6,80.487804878,11,Upper body,"Jooris, Josh",F,2016/17,NY Rangers,11
4.625,225.609756098,4,Neck,"Kreider, Chris",F,2016/17,NY Rangers,4
4.625,112.804878049,2,Upper body,"Kreider, Chris",F,2016/17,NY Rangers,2
0.65,39.634146341,5,Hip,"Lindberg, Oscar",F,2016/17,NY Rangers,5
7.8,380.487804878,4,Groin,"Nash, Rick",F,2016/17,NY Rangers,4
7.8,760.975609756,8,Groin,"Nash, Rick",F,2016/17,NY Rangers,8
7.8,190.243902439,2,Undisclosed,"Nash, Rick",F,2016/17,NY Rangers,2
7.8,95.121951220,1,Upper body,"Nash, Rick",F,2016/17,NY Rangers,1
0.9,54.878048780,5,Concussion,"Puempel, Matt",F,2016/17,NY Rangers,5
0.9,76.829268293,7,Concussion,"Puempel, Matt",F,2016/17,NY Rangers,7
3.775,46.036585366,1,Upper body,"Vesey, Jimmy",F,2016/17,NY Rangers,1
2.625,32.012195122,1,Hand,"Zibanejad, Mika",F,2016/17,NY Rangers,1
2.625,800.304878049,25,Leg,"Zibanejad, Mika",F,2016/17,NY Rangers,25
4.5,109.756097561,2,Undisclosed,"Zuccarello, Mats",F,2016/17,NY Rangers,2
5.5,804.878048780,12,Ankle,"Girardi, Dan",D,2016/17,NY Rangers,12
5.5,201.219512195,3,Groin,"Girardi, Dan",D,2016/17,NY Rangers,3
5.5,134.146341463,2,Lower body,"Girardi, Dan",D,2016/17,NY Rangers,2
1.65,40.243902439,2,Undisclosed,"Holden, Nick",D,2016/17,NY Rangers,2
2.9,35.365853659,1,Back,"Klein, Kevin",D,2016/17,NY Rangers,1
2.9,106.097560976,3,Back,"Klein, Kevin",D,2016/17,NY Rangers,3
2.9,565.853658537,16,Back,"Klein, Kevin",D,2016/17,NY Rangers,16
2.9,35.365853659,1,Illness,"Klein, Kevin",D,2016/17,NY Rangers,1
4.7,57.317073171,1,Flu,"McDonagh, Ryan",D,2016/17,NY Rangers,1
4.7,229.268292683,4,Undisclosed,"McDonagh, Ryan",D,2016/17,NY Rangers,4
0.925,11.280487805,1,Undisclosed,"Skjei, Brady",D,2016/17,NY Rangers,1
5.7,625.609756098,9,Concussion,"Staal, Marc",D,2016/17,NY Rangers,9
8.5,103.658536585,1,Flu,"Lundqvist, Henrik",G,2016/17,NY Rangers,1
8.5,725.609756098,7,Hip,"Lundqvist, Henrik",G,2016/17,NY Rangers,7
1,60.975609756,5,Lower body,"Raanta, Antti",G,2016/17,NY Rangers,5
4.5,54.878048780,1,Upper body,"Burrows, Alex",F,2016/17,Ottawa,1
5.1875,126.524390244,2,Groin,"Hoffman, Mike",F,2016/17,Ottawa,2
5.1875,63.262195122,1,Illness,"Hoffman, Mike",F,2016/17,Ottawa,1
5.1875,126.524390244,2,Undisclosed,"Hoffman, Mike",F,2016/17,Ottawa,2
1.254167,45.884158537,3,Concussion,"Lazar, Curtis",F,2016/17,Ottawa,3
1.254167,30.589439024,2,Upper body,"Lazar, Curtis",F,2016/17,Ottawa,2
4.65,4423.170731707,78,Concussion,"MacArthur, Clarke",F,2016/17,Ottawa,78
1.5,329.268292683,18,Finger,"Neil, Chris",F,2016/17,Ottawa,18
1.5,18.292682927,1,Upper body,"Neil, Chris",F,2016/17,Ottawa,1
7.25,176.829268293,2,Finger,"Ryan, Bobby",F,2016/17,Ottawa,2
7.25,972.560975610,11,Finger,"Ryan, Bobby",F,2016/17,Ottawa,11
7.25,265.243902439,3,Hand,"Ryan, Bobby",F,2016/17,Ottawa,3
7.25,88.414634146,1,Undisclosed,"Ryan, Bobby",F,2016/17,Ottawa,1
7.25,265.243902439,3,Upper body,"Ryan, Bobby",F,2016/17,Ottawa,3
1.8875,46.036585366,2,Upper body,"Smith, Zack",F,2016/17,Ottawa,2
1.8875,138.109756098,6,Upper body,"Smith, Zack",F,2016/17,Ottawa,6
1.5,36.585365854,2,Upper body,"Stalberg, Viktor",F,2016/17,Ottawa,2
3.5,298.780487805,7,Lower body,"Stone, Mark",F,2016/17,Ottawa,7
3.5,42.682926829,1,Neck,"Stone, Mark",F,2016/17,Ottawa,1
3.5,85.365853659,2,Neck,"Stone, Mark",F,2016/17,Ottawa,2
3.5,128.048780488,3,Finger,"Turris, Kyle",F,2016/17,Ottawa,3
1.1,80.487804878,6,Flu,"Borowiecki, Mark",D,2016/17,Ottawa,6
1.1,53.658536585,4,Upper body,"Borowiecki, Mark",D,2016/17,Ottawa,4
2.8,68.292682927,2,Lower body,"Ceci, Cody",D,2016/17,Ottawa,2
0.7,68.292682927,8,Lower body,"Claesson, Fredrik",D,2016/17,Ottawa,8
6.5,237.804878049,3,Foot,"Karlsson, Erik",D,2016/17,Ottawa,3
6.5,158.536585366,2,Lower body,"Karlsson, Erik",D,2016/17,Ottawa,2
4.9,537.804878049,9,Finger,"Methot, Marc",D,2016/17,Ottawa,9
4.9,59.756097561,1,Illness,"Methot, Marc",D,2016/17,Ottawa,1
4.9,239.024390244,4,Lower body,"Methot, Marc",D,2016/17,Ottawa,4
0.8,9.756097561,1,Lower body,"Wideman, Chris",D,2016/17,Ottawa,1
0.8,48.780487805,5,Upper body,"Wideman, Chris",D,2016/17,Ottawa,5
4.2,102.439024390,2,Lower body,"Anderson, Craig",G,2016/17,Ottawa,2
1.35,230.487804878,14,Ankle,"Hammond, Andrew",G,2016/17,Ottawa,14
1.35,131.707317073,8,Groin,"Hammond, Andrew",G,2016/17,Ottawa,8
0.84,122.926829268,12,Upper body,"Cousins, Nick",F,2016/17,Philadelphia,12
4.333333,845.528390244,16,Knee,"Couturier, Sean",F,2016/17,Philadelphia,16
0.95,208.536585366,18,Upper body,"Gordon, Boyd",F,2016/17,Philadelphia,18
0.894167,98.140280488,9,Ankle,"Konecny, Travis",F,2016/17,Philadelphia,9
1.288333,219.959292683,14,Lower body,"Laughton, Scott",F,2016/17,Philadelphia,14
2.35,229.268292683,8,Abdominal,"Raffl, Michael",F,2016/17,Philadelphia,8
2.35,28.658536585,1,Lower body,"Raffl, Michael",F,2016/17,Philadelphia,1
2.35,573.170731707,20,Lower body,"Raffl, Michael",F,2016/17,Philadelphia,20
3.625,88.414634146,2,Lower body,"Read, Matt",F,2016/17,Philadelphia,2
3.625,486.280487805,11,Oblique,"Read, Matt",F,2016/17,Philadelphia,11
3.625,221.036585366,5,Upper body,"Read, Matt",F,2016/17,Philadelphia,5
0.65,7.926829268,1,Flu,"Weal, Jordan",F,2016/17,Philadelphia,1
0.65,7.926829268,1,Lower body,"Weal, Jordan",F,2016/17,Philadelphia,1
0.65,15.853658537,2,Upper body,"Weal, Jordan",F,2016/17,Philadelphia,2
3.875,425.304878049,9,Lower body,"Del Zotto, Michael",D,2016/17,Philadelphia,9
3.875,567.073170732,12,Lower body,"Del Zotto, Michael",D,2016/17,Philadelphia,12
1.5625,19.054878049,1,Hand,"Gostisbehere, Shayne",D,2016/17,Philadelphia,1
3.35,122.560975610,3,Illness,"Gudas, Radko",D,2016/17,Philadelphia,3
3.35,40.853658537,1,Upper body,"Gudas, Radko",D,2016/17,Philadelphia,1
3.35,163.414634146,4,Upper body,"Gudas, Radko",D,2016/17,Philadelphia,4
5,365.853658537,6,Lower body,"MacDonald, Andrew",D,2016/17,Philadelphia,6
0.975,35.670731707,3,Concussion,"Manning, Brandon",D,2016/17,Philadelphia,3
0.975,11.890243902,1,Upper body,"Manning, Brandon",D,2016/17,Philadelphia,1
0.975,35.670731707,3,Upper body,"Manning, Brandon",D,2016/17,Philadelphia,3
5.25,832.317073171,13,Shoulder,"Streit, Mark",D,2016/17,Philadelphia,13
4.1,50,1,Illness,"Mason, Steve",G,2016/17,Philadelphia,1
1.625,455.792682927,23,Knee,"Neuvirth, Michal",G,2016/17,Philadelphia,23
1.625,79.268292683,4,Undisclosed,"Neuvirth, Michal",G,2016/17,Philadelphia,4
1.9,23.170731707,1,Illness,"Bonino, Nick",F,2016/17,Pittsburgh,1
8.7,636.585365854,6,Concussion,"Crosby, Sidney",F,2016/17,Pittsburgh,6
1,73.170731707,6,Foot,"Cullen, Matt",F,2016/17,Pittsburgh,6
1,36.585365854,3,Undisclosed,"Cullen, Matt",F,2016/17,Pittsburgh,3
0.991667,48.374,4,Concussion,"Guentzel, Jake",F,2016/17,Pittsburgh,4
4,243.902439024,5,Concussion,"Hagelin, Carl",F,2016/17,Pittsburgh,5
4,780.487804878,16,Lower body,"Hagelin, Carl",F,2016/17,Pittsburgh,16
4.25,259.146341463,5,Concussion,"Hornqvist, Patric",F,2016/17,Pittsburgh,5
4.25,310.975609756,6,Concussion,"Hornqvist, Patric",F,2016/17,Pittsburgh,6
0.625,53.353658537,7,Lower body,"Kuhnhackl, Tom",F,2016/17,Pittsburgh,7
3.85,234.756097561,5,Lower body,"Kunitz, Chris",F,2016/17,Pittsburgh,5
3.85,281.707317073,6,Lower body,"Kunitz, Chris",F,2016/17,Pittsburgh,6
9.5,810.975609756,7,Lower body,"Malkin, Evgeni",F,2016/17,Pittsburgh,7
9.5,1506.097560976,13,Shoulder,"Malkin, Evgeni",F,2016/17,Pittsburgh,13
0.64,23.414634146,3,Finger,"Rust, Bryan",F,2016/17,Pittsburgh,3
0.64,156.097560976,20,Upper body,"Rust, Bryan",F,2016/17,Pittsburgh,20
0.575,63.109756098,9,Upper body,"Sestito, Tom",F,2016/17,Pittsburgh,9
0.925,78.963414634,7,Eye,"Sheary, Conor",F,2016/17,Pittsburgh,7
0.925,146.646341463,13,Upper body,"Sheary, Conor",F,2016/17,Pittsburgh,13
0.625,7.621951220,1,Lower body,"Wilson, Scott",F,2016/17,Pittsburgh,1
3.75,3750.000000000,82,Blood clots,"Dupuis, Pascal","F ""retired""",2016/17,Pittsburgh,82
3.3,804.878048780,20,Knee,"Daley, Trevor",D,2016/17,Pittsburgh,20
3.3,201.219512195,5,Upper body,"Daley, Trevor",D,2016/17,Pittsburgh,5
0.8,97.560975610,10,Jaw,"Dumoulin, Brian",D,2016/17,Pittsburgh,10
1.416667,120.934987805,7,Upper body,"Hainsey, Ron",D,2016/17,Pittsburgh,7
7.25,530.487804878,6,Lower body,"Letang, Kris",D,2016/17,Pittsburgh,6
7.25,618.902439024,7,Lower body,"Letang, Kris",D,2016/17,Pittsburgh,7
7.25,2033.536585366,23,Neck,"Letang, Kris",D,2016/17,Pittsburgh,23
7.25,442.073170732,5,Upper body,"Letang, Kris",D,2016/17,Pittsburgh,5
4.083333,1244.918597561,25,Hand,"Maatta, Olli",D,2016/17,Pittsburgh,25
4.083333,99.593487805,2,Illness,"Maatta, Olli",D,2016/17,Pittsburgh,2
1.288333,329.938939024,21,Undisclosed,"Pouliot, Derrick",D,2016/17,Pittsburgh,21
0.575,7.012195122,1,Illness,"Ruhwedel, Chad",D,2016/17,Pittsburgh,1
0.575,7.012195122,1,Upper body,"Ruhwedel, Chad",D,2016/17,Pittsburgh,1
1.4,51.219512195,3,Concussion,"Schultz, Justin",D,2016/17,Pittsburgh,3
0.885833,64.817048780,6,Hand,"Murray, Matt",G,2016/17,Pittsburgh,6
0.885833,21.605682927,2,Lower body,"Murray, Matt",G,2016/17,Pittsburgh,2
6,73.170731707,1,Illness,"Couture, Logan",F,2016/17,San Jose,1
6,512.195121951,7,Mouth,"Couture, Logan",F,2016/17,San Jose,7
6,73.170731707,1,Upper body,"Couture, Logan",F,2016/17,San Jose,1
1.1375,41.615853659,3,Upper body,"Donskoi, Joonas",F,2016/17,San Jose,3
1.1375,208.079268293,15,Upper body,"Donskoi, Joonas",F,2016/17,San Jose,15
0.625,38.109756098,5,Upper body,"Haley, Micheal",F,2016/17,San Jose,5
2,48.780487805,2,Upper body,"Hansen, Jannik",F,2016/17,San Jose,2
3,1170.731707317,32,Knee,"Hertl, Tomas",F,2016/17,San Jose,32
1.65,140.853658537,7,Ankle,"Karlsson, Melker",F,2016/17,San Jose,7
1.65,160.975609756,8,Lower body,"Karlsson, Melker",F,2016/17,San Jose,8
1.544167,37.662609756,2,Upper body,"Meier, Timo",F,2016/17,San Jose,2
6.75,246.951219512,3,Lower body,"Thornton, Joe",F,2016/17,San Jose,3
0.844167,10.294719512,1,Flu,"Tierney, Chris",F,2016/17,San Jose,1
0.844167,10.294719512,1,Upper body,"Tierney, Chris",F,2016/17,San Jose,1
2.475,90.548780488,3,Undisclosed,"Wingels, Tommy",F,2016/17,San Jose,3
0.65,174.390243902,22,Wrist,"DeMelo, Dylan",D,2016/17,San Jose,22
4.85,59.146341463,1,Lower body,"Martin, Paul",D,2016/17,San Jose,1
2.1,25.609756098,1,Illness,"Schlemko, David",D,2016/17,San Jose,1
2.1,204.878048780,8,Lower body,"Schlemko, David",D,2016/17,San Jose,8
2.1,76.829268293,3,Undisclosed,"Schlemko, David",D,2016/17,San Jose,3
2.1,128.048780488,5,Upper body,"Schlemko, David",D,2016/17,San Jose,5
4.25,207.317073171,4,Facial,"Vlasic, Marc-Edouard",D,2016/17,San Jose,4
4.25,51.829268293,1,Flu,"Vlasic, Marc-Edouard",D,2016/17,San Jose,1
4.25,51.829268293,1,Illness,"Vlasic, Marc-Edouard",D,2016/17,San Jose,1
4.25,51.829268293,1,Lower body,"Vlasic, Marc-Edouard",D,2016/17,San Jose,1
0.95,115.853658537,10,Foot,"Brodziak, Kyle",F,2016/17,St. Louis,10
0.95,11.585365854,1,Upper body,"Brodziak, Kyle",F,2016/17,St. Louis,1
1.106667,404.878170732,30,Knee,"Fabbri, Robby",F,2016/17,St. Louis,30
1,24.390243902,2,Ankle,"Jaskin, Dmitrij",F,2016/17,St. Louis,2
1,109.756097561,9,Upper body,"Jaskin, Dmitrij",F,2016/17,St. Louis,9
4.7,57.317073171,1,Illness,"Lehtera, Jori",F,2016/17,St. Louis,1
4.7,229.268292683,4,Upper body,"Lehtera, Jori",F,2016/17,St. Louis,4
4.7,687.804878049,12,Upper body,"Lehtera, Jori",F,2016/17,St. Louis,12
5.35,260.975609756,4,Elbow,"Schwartz, Jaden",F,2016/17,St. Louis,4
7,85.365853659,1,Illness,"Stastny, Paul",F,2016/17,St. Louis,1
7,341.463414634,4,Lower body,"Stastny, Paul",F,2016/17,St. Louis,4
7,853.658536585,10,Lower body,"Stastny, Paul",F,2016/17,St. Louis,10
7,85.365853659,1,Upper body,"Stastny, Paul",F,2016/17,St. Louis,1
5.8,424.390243902,6,Upper body,"Steen, Alex",F,2016/17,St. Louis,6
2.5,60.975609756,2,Illness,"Yakupov, Nail",F,2016/17,St. Louis,2
2.5,121.951219512,4,Undisclosed,"Yakupov, Nail",F,2016/17,St. Louis,4
1.05,115.243902439,9,Lower body,"Bortuzzo, Robert",D,2016/17,St. Louis,9
1.05,204.878048780,16,Lower body,"Bortuzzo, Robert",D,2016/17,St. Louis,16
1.05,64.024390244,5,Upper body,"Bortuzzo, Robert",D,2016/17,St. Louis,5
5.4,65.853658537,1,Lower body,"Bouwmeester, Jay",D,2016/17,St. Louis,1
1.05,153.658536585,12,Upper body,"Edmundson, Joel",D,2016/17,St. Louis,12
2.9,106.097560976,3,Lower body,"Gunnarsson, Carl",D,2016/17,St. Louis,3
2.9,141.463414634,4,Lower body,"Gunnarsson, Carl",D,2016/17,St. Louis,4
2.9,212.195121951,6,Lower body,"Gunnarsson, Carl",D,2016/17,St. Louis,6
2.9,70.731707317,2,Upper body,"Gunnarsson, Carl",D,2016/17,St. Louis,2
0.85875,10.472560976,1,Undisclosed,"Parayko, Colton",D,2016/17,St. Louis,1
6.5,79.268292683,1,Illness,"Pietrangelo, Alex",D,2016/17,St. Louis,1
0.575,35.060975610,5,Arm,"Bournival, Michael",F,2016/17,Tampa Bay,5
2,97.560975610,4,Lower body,"Boyle, Brian",F,2016/17,Tampa Bay,4
2,24.390243902,1,Upper body,"Boyle, Brian",F,2016/17,Tampa Bay,2
1.25,45.731707317,3,Undisclosed,"Brown, J.T.",F,2016/17,Tampa Bay,3
1.25,45.731707317,3,Upper body,"Brown, J.T.",F,2016/17,Tampa Bay,3
1.25,106.707317073,7,Upper body,"Brown, J.T.",F,2016/17,Tampa Bay,7
5.8,565.853658537,8,Hip,"Callahan, Ryan",F,2016/17,Tampa Bay,8
5.8,2900,41,Hip,"Callahan, Ryan",F,2016/17,Tampa Bay,41
5.8,1060.975609756,15,Lower body,"Callahan, Ryan",F,2016/17,Tampa Bay,15
3.194167,38.953256098,1,Flu,"Drouin, Jonathan",F,2016/17,Tampa Bay,1
3.194167,38.953256098,1,Undisclosed,"Drouin, Jonathan",F,2016/17,Tampa Bay,1
3.194167,272.672792683,7,Upper body,"Drouin, Jonathan",F,2016/17,Tampa Bay,7
5,60.975609756,1,Lower body,"Filppula, Valtteri",F,2016/17,Tampa Bay,1
3.333333,121.951207317,3,Lower body,"Johnson, Tyler",F,2016/17,Tampa Bay,3
3.333333,447.154426829,11,Lower body,"Johnson, Tyler",F,2016/17,Tampa Bay,11
3.333333,81.300804878,2,Undisclosed,"Johnson, Tyler",F,2016/17,Tampa Bay,2
4.45,54.268292683,1,Undisclosed,"Killorn, Alex",F,2016/17,Tampa Bay,1
4.766667,58.130085366,1,Illness,"Kucherov, Nikita",F,2016/17,Tampa Bay,1
4.766667,348.780512195,6,Lower body,"Kucherov, Nikita",F,2016/17,Tampa Bay,6
4.766667,58.130085366,1,Upper body,"Kucherov, Nikita",F,2016/17,Tampa Bay,1
1.9375,23.628048780,1,Lower body,"Namestnikov, Vladislav",F,2016/17,Tampa Bay,1
1.9375,70.884146341,3,Lower body,"Namestnikov, Vladislav",F,2016/17,Tampa Bay,3
1.9375,47.256097561,2,Undisclosed,"Namestnikov, Vladislav",F,2016/17,Tampa Bay,2
1.9375,23.628048780,1,Upper body,"Namestnikov, Vladislav",F,2016/17,Tampa Bay,1
3.333333,81.300804878,2,Lower body,"Palat, Ondrej",F,2016/17,Tampa Bay,2
3.333333,203.252012195,5,Undisclosed,"Palat, Ondrej",F,2016/17,Tampa Bay,5
0.8125,59.451219512,6,Lower body,"Paquette, Cedric",F,2016/17,Tampa Bay,6
0.8125,158.536585366,16,Lower body,"Paquette, Cedric",F,2016/17,Tampa Bay,16
0.8125,9.908536585,1,Upper body,"Paquette, Cedric",F,2016/17,Tampa Bay,1
0.944167,161.199243902,14,Upper body,"Point, Brayden",F,2016/17,Tampa Bay,14
8.5,6737.804878049,65,Knee,"Stamkos, Steven",F,2016/17,Tampa Bay,65
3.7,90.243902439,2,Upper body,"Coburn, Braydon",D,2016/17,Tampa Bay,2
4.6,112.195121951,2,Illness,"Garrison, Jason",D,2016/17,Tampa Bay,2
4.6,112.195121951,2,Lower body,"Garrison, Jason",D,2016/17,Tampa Bay,2
4.6,224.390243902,4,Lower body,"Garrison, Jason",D,2016/17,Tampa Bay,8
4,146.341463415,3,Illness,"Hedman, Victor",D,2016/17,Tampa Bay,3
4.5,493.902439024,9,Upper body,"Stralman, Anton",D,2016/17,Tampa Bay,9
5.95,653.048780488,9,Lower body,"Bishop, Ben",G,2016/17,Tampa Bay,9
4.2,51.219512195,1,Illness,"Bozak, Tyler",F,2016/17,Toronto,1
4.2,153.658536585,3,Lower body,"Bozak, Tyler",F,2016/17,Toronto,3
2,243.902439024,10,Upper body,"Fehr, Eric",F,2016/17,Toronto,10
0.6125,186.737804878,25,Lower body,"Leivo, Josh",F,2016/17,Toronto,25
